id,study_interval,is_weekend,sleep_start_day_in_study,sleep_start_timestamp,sleep_end_day_in_study,sleep_end_timestamp,type,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
13,2024,False,990,02:09:00,990,08:36:30,SKIN,388,34.5052706185567,195.00732558139316,325.5697373850271,0.541761110259921,1.0891738452510715
14,2022,True,1,02:45:30,1,10:41:00,SKIN,475,34.43870526315789,,,,
14,2022,False,2,00:46:00,2,11:10:30,SKIN,625,34.78052,,,,
14,2022,False,3,02:19:00,3,10:14:00,SKIN,475,34.18497894736842,-120.51999999999862,876.380245368462,0.298854341058224,1.3358108441580665
14,2022,False,3,23:50:00,4,10:13:30,SKIN,624,34.14877403846154,-101.7544736842101,915.5253424514084,0.2915986644658362,1.2613601192942108
14,2022,False,5,02:01:00,5,11:08:00,SKIN,547,34.7195155393053,153.60322105263185,475.1916095388588,0.2927805114534286,1.1732147991064013
14,2022,True,7,03:41:30,7,12:15:00,SKIN,513,34.34676413255361,-23.58290000000125,432.4436977044679,0.2655386987816119,1.1176399385525002
14,2022,True,8,02:45:30,8,11:50:00,SKIN,544,34.89186580882353,246.519336842106,382.7025684043765,0.2972809819154726,1.06652157502397
14,2022,False,9,01:23:00,9,11:01:30,SKIN,579,34.722547495682214,83.05007768690484,1166.5330792812165,0.2861008008321145,1.1356644916894207
14,2022,False,10,01:56:30,10,11:05:00,SKIN,548,33.90377737226277,-293.14048421052576,870.6476017939858,0.339241349225069,1.1562010415238968
14,2022,False,11,01:59:30,11,11:02:30,SKIN,541,33.25690388170055,-614.4844715399595,1221.6833378255833,0.4969641103676152,1.1947935210054763
14,2022,False,13,02:56:00,13,10:32:00,SKIN,456,34.145899122807016,-91.59444444444487,641.2128503355198,0.4750590555598551,1.1924319069121665
14,2022,True,14,01:44:30,14,10:29:30,SKIN,525,34.622190476190475,120.46428362573351,706.3235569132958,0.4611747210226561,1.1926836550574174
14,2022,True,15,02:26:30,15,11:56:30,SKIN,566,34.57020318021201,74.42782105263177,731.9019050735515,0.4458647260766509,1.189087583836531
14,2022,False,16,01:35:30,16,10:21:30,SKIN,526,34.0801711026616,-164.4084510721259,1048.2538311481476,0.4350397906632292,1.2069551400226846
14,2022,False,17,03:15:30,17,09:44:00,SKIN,388,34.35336340206186,-1.8189894035458565e-12,463.6230357603636,0.4192221457043581,1.201065636175512
14,2022,False,18,01:00:00,18,11:35:30,SKIN,636,34.72053459119497,206.38216446011936,877.0152839734219,0.4157793770978568,1.2011180166184343
14,2022,False,19,05:05:30,19,11:41:00,SKIN,395,34.32762025316456,-10.168543814434088,621.5757833754178,0.4026952838081595,1.203878667232327
14,2022,False,20,02:09:30,20,11:29:30,SKIN,560,33.582973214285715,-429.5707096923288,1223.9494078580756,0.4320278628296095,1.2204452733229474
14,2022,True,21,03:00:00,21,09:07:30,SKIN,368,34.085380434782614,-96.18920077972872,1177.020885724458,0.4233524851637057,1.2486141686464456
14,2022,True,22,04:37:00,22,12:05:00,SKIN,448,35.063058035714285,319.4214322461376,983.3628108887932,0.445172008316843,1.2638421088732112
14,2022,False,23,03:25:00,23,09:40:00,SKIN,375,35.034,255.23872422680324,538.3653669198975,0.4590480702180906,1.2627839270959456
14,2022,False,24,01:31:30,24,10:46:00,SKIN,554,34.11273465703971,-131.4803270884804,776.3185410399456,0.4515940213195063,1.25810035022508
14,2022,False,25,00:35:30,25,10:23:30,SKIN,588,33.98745748299319,-211.27230994152345,934.8261197670364,0.4482836128271929,1.2572783543653931
14,2022,False,26,01:26:00,26,11:46:30,SKIN,621,34.08606280193237,-155.9513517654923,696.5223665337544,0.4417603464120911,1.2465175780588764
14,2022,False,27,01:03:30,27,06:44:30,SKIN,341,34.68372434017596,114.90343079921875,480.4560039865319,0.4378810858258387,1.2455340167819382
14,2022,True,28,03:05:00,28,09:12:00,SKIN,367,34.865504087193464,189.16659739806164,592.2550732183736,0.4406059725931399,1.2471656735584793
14,2022,True,29,02:20:30,29,11:02:30,SKIN,522,34.1588122605364,-98.11087719298304,1118.9548366353847,0.4340237331296326,1.2565835998156254
14,2022,False,30,01:37:30,30,11:33:00,SKIN,595,34.40450420168067,32.392058451900084,466.3669664720073,0.4259735350534195,1.2424206586854885
14,2022,False,31,00:53:00,31,10:59:30,SKIN,604,34.643816225165565,177.426484546133,563.9743945254013,0.4290035386292273,1.2321868485928558
14,2022,False,32,00:31:30,32,08:02:30,SKIN,451,33.93722838137472,-180.38367897944767,841.0375292508397,0.4290387271869046,1.2361752354621818
14,2022,False,33,02:04:30,33,12:39:30,SKIN,625,34.618576000000004,167.82014543266996,585.0958445807919,0.4308963472490408,1.22217385016721
14,2022,False,34,02:36:00,34,11:46:00,SKIN,550,34.09841818181818,-138.40507201924993,498.5999992012512,0.4319135390025387,1.213323684907569
14,2022,True,35,01:48:00,35,09:10:00,SKIN,442,34.06345022624434,-120.99394924371518,551.57778501953,0.4293624337915939,1.2192850518817318
14,2022,True,36,03:21:00,36,11:14:30,SKIN,474,34.181624472573844,-69.20200000000114,543.1635491645429,0.4225808449423452,1.2145965383640982
14,2022,False,37,01:49:30,37,09:52:00,SKIN,482,34.76328838174274,209.99203797468,490.98625111579895,0.4302060029921604,1.2181622907079857
14,2022,False,38,01:31:00,38,09:14:30,SKIN,464,33.41587284482759,-355.3087552742636,1079.7912792016286,0.4498909686679407,1.238824090926314
14,2022,False,39,01:37:30,39,10:36:30,SKIN,539,34.51613172541744,180.29940928269932,938.0408197361976,0.444448143977804,1.2346044735483124
14,2022,False,40,03:59:30,40,09:09:30,SKIN,310,34.32645161290323,0.0,191.53929677419364,0.4383675257407698,1.226707621542517
14,2022,False,41,01:32:00,41,11:04:30,SKIN,570,34.291210526315794,-20.08741935483704,491.2532672216184,0.3898426448838992,1.205761820874566
14,2022,True,42,01:55:00,42,08:58:00,SKIN,423,33.55549645390071,-318.66054244482257,761.8712130287895,0.4087005976205079,1.2094185716409234
14,2022,True,43,01:39:00,43,10:17:00,SKIN,518,34.89246138996139,292.8903866884393,423.9657174509484,0.4209191066559458,1.2013155405923517
14,2022,False,45,01:24:00,45,09:51:30,SKIN,508,33.9341437007874,-181.38994736842503,623.9573851996101,0.4280778891135419,1.2015686738991054
14,2022,False,46,00:42:30,46,07:12:30,SKIN,390,33.98065384615384,-121.11710526315984,511.01838439062703,0.4303201355066944,1.1915590698667593
14,2022,False,47,01:07:30,47,10:20:30,SKIN,553,33.83335443037975,-192.59333333333416,1442.2083408581093,0.438745930515608,1.2127926602707224
14,2022,False,48,01:24:30,48,12:02:30,SKIN,638,34.81417711598746,403.5685864978877,823.7565691741183,0.4424214287408781,1.211636899682805
14,2022,True,49,01:33:00,49,09:17:30,SKIN,465,33.52134408602151,-296.42270114942767,633.9698231327347,0.4644192467172253,1.2083104150356967
14,2022,True,50,03:45:00,50,12:30:30,SKIN,526,33.75321292775666,-213.34524904214777,1472.1146608153358,0.4566058535763022,1.217466355930098
14,2022,False,51,01:51:30,51,09:51:30,SKIN,480,34.17635416666667,0.0,737.4449697916862,0.4556546774416946,1.200298741759943
14,2022,False,52,02:01:30,52,10:17:00,SKIN,495,33.712,-221.17206896551943,783.1159621020779,0.4400479976568517,1.190974872258184
14,2022,False,53,02:11:00,53,11:07:30,SKIN,536,33.77048507462686,-183.44577617328468,684.0349641712382,0.4185364381753322,1.186513341960055
14,2022,False,54,02:11:00,54,08:44:00,SKIN,393,34.69309160305344,209.9717816091943,842.8135041275527,0.4291529036695525,1.1967073623060294
14,2022,False,55,03:25:00,55,11:07:00,SKIN,462,34.30778138528139,60.71937499999876,532.1653294921853,0.427718256716421,1.1912648002711774
14,2022,True,56,02:06:00,56,09:07:30,SKIN,422,34.05545023696682,-51.02145833333452,854.1450092664454,0.4280646920195756,1.204569501536413
14,2022,True,57,03:37:30,57,09:29:00,SKIN,351,35.04141025641026,303.6346874999981,852.1451124022715,0.447058378514528,1.2154868056853452
14,2022,False,58,02:18:30,58,09:59:30,SKIN,461,34.62158351409978,205.2507291666643,979.2367922416888,0.4366165504607339,1.222666815867365
14,2022,False,59,01:46:00,59,10:57:30,SKIN,552,34.3386865942029,86.69829113924061,977.1621403289028,0.4371445974790797,1.2176272321322694
14,2022,False,61,02:07:00,61,09:53:00,SKIN,466,34.424688841201714,114.49597705696031,791.5880366677884,0.4375722823042401,1.2428982700103977
14,2022,False,62,03:18:00,62,10:08:30,SKIN,411,34.57659367396593,139.8124077281791,746.1464311551536,0.4399531440744265,1.242289648901023
14,2022,True,63,02:34:30,63,08:57:30,SKIN,383,34.18130548302872,-0.0610864978916652,977.9628570015776,0.4331443086820508,1.2651863251023687
14,2022,True,64,02:01:00,64,10:43:00,SKIN,522,33.65013409961686,-277.35471841227263,939.9901167154312,0.4454769541241548,1.2794077889693458
14,2022,False,65,00:37:30,65,10:48:00,SKIN,610,33.85362295081967,-199.9836364587827,1139.6451840184163,0.4494766627578884,1.2883536748377515
14,2022,False,66,01:10:30,66,11:43:30,SKIN,633,33.75333333333333,-269.33927912859144,1621.6825349628923,0.4568265622685272,1.310970467769489
14,2022,False,67,01:10:00,67,10:47:30,SKIN,578,33.51006055363322,-350.17647265008054,1094.3862142262517,0.4579168658482061,1.3209509442212788
14,2022,False,68,02:14:00,68,09:25:30,SKIN,432,33.54025462962963,-248.6797511848345,830.1572170124855,0.4513385730685578,1.3160729972643768
14,2022,False,69,01:39:00,69,10:34:30,SKIN,536,33.50915111940298,-272.7708942763384,977.1714983943384,0.4594349140596237,1.3147592920438504
14,2022,True,70,01:10:30,70,09:04:00,SKIN,473,33.483044397463004,-224.3696198516045,1061.0126270873006,0.4710974722060766,1.3294136488299897
14,2022,True,71,02:38:30,71,11:46:30,SKIN,548,33.86547445255474,-18.81537401575042,1182.772745436756,0.4703421346885555,1.3492231603425298
14,2022,False,72,02:02:30,72,09:36:30,SKIN,448,34.024386160714286,30.010349485160987,702.349321096437,0.4603924718758207,1.3486535799820645
14,2022,False,73,02:09:30,73,08:59:00,SKIN,409,33.956943765281174,4.662613188977048,645.8494336473523,0.4311295436076518,1.3581235498150397
14,2022,False,74,03:15:30,74,07:03:30,SKIN,228,34.29260964912281,76.53182151589226,361.6890937698772,0.4261277775247725,1.3571663211921847
14,2022,False,75,05:44:30,75,11:29:00,SKIN,344,34.12370639534884,49.210076923078304,795.0421262958553,0.4258914339383051,1.3711256713456312
14,2022,False,76,02:25:30,76,12:23:00,SKIN,597,33.720854271356785,-140.94542787286264,1005.2160490590612,0.4300504168412458,1.373819574820375
14,2022,True,77,03:40:30,77,09:13:30,SKIN,333,34.29075075075075,88.69940848214173,450.17434388922993,0.4306600175395139,1.359843455601571
14,2022,True,78,04:25:00,78,09:42:30,SKIN,318,34.03864779874214,4.535200892858484,448.0445479470072,0.4050813279269622,1.3634190420495549
14,2022,False,79,02:17:30,79,09:45:00,SKIN,447,34.02201342281879,-1.060613839284997,760.1518044780241,0.3932511497586972,1.3695159794514262
14,2022,False,80,02:01:30,80,10:56:00,SKIN,534,34.27151685393258,124.3520754716992,920.9448216743768,0.391317768465022,1.3555730665240948
14,2022,False,81,01:43:00,81,07:13:00,SKIN,330,34.623409090909085,192.9712264150949,673.4505434823222,0.4045542369802892,1.3621272034819114
14,2022,False,82,01:19:30,82,06:52:30,SKIN,329,33.55082066869301,-160.49512578616486,908.6122550185536,0.4108163361089142,1.37440853006352
14,2022,False,83,00:57:00,83,11:47:30,SKIN,651,34.39871735791091,223.46689573460023,1140.498041918967,0.4109057977626954,1.3818462005523446
14,2022,True,84,01:36:30,84,10:39:30,SKIN,543,34.235902394106816,97.9855213270166,770.1502565187402,0.3955759887264441,1.3719180990116653
14,2022,True,84,23:21:00,85,11:11:30,SKIN,699,34.47148068669528,290.80528436019085,969.2656457251868,0.4001135567791342,1.371953193871357
14,2022,False,86,02:01:00,86,09:21:30,SKIN,441,33.00894557823129,-454.0986792452841,1045.4722530437866,0.4471746468981724,1.375506988170368
14,2022,False,87,02:00:00,87,10:09:30,SKIN,485,34.566123711340204,255.8258176100608,770.8646191870794,0.4171515463320996,1.3665142936469512
14,2022,False,88,02:40:30,88,10:18:30,SKIN,451,33.96036585365854,-28.87315848214348,559.2290331057739,0.401506913588746,1.3550892122948932
14,2022,False,89,02:06:30,89,11:16:30,SKIN,548,33.95527372262774,-36.57335570469513,1061.3742037364282,0.39652422886766,1.3571001753938463
14,2022,False,90,02:05:00,90,08:02:30,SKIN,351,34.32135327635328,104.6518730899461,808.2363528240239,0.3941523257538104,1.3617383582657254
14,2024,False,892,00:14:00,892,06:58:30,SKIN,404,34.147611386138614,,,,
14,2024,False,893,00:42:30,893,08:36:30,SKIN,461,35.04395878524946,,,,
14,2024,False,894,00:04:00,894,08:19:30,SKIN,494,34.65971659919028,0.0,546.5458103239071,0.4496910915052325,1.0529065444408556
14,2024,False,895,00:20:30,895,08:41:00,SKIN,500,34.49597,-40.93664979757159,397.22047314350493,0.3721324638745356,0.9740233100296194
14,2024,True,896,00:01:30,896,09:35:00,SKIN,573,33.93221640488656,-323.0308100000002,870.2769156356808,0.4353867025410174,1.0509086232558715
14,2024,True,896,23:47:00,897,07:25:30,SKIN,454,34.0190859030837,-137.42797465346302,1082.527451855363,0.4283101399603937,1.1714799986222535
14,2024,False,897,23:15:30,898,08:25:00,SKIN,549,34.28695810564663,0.0,552.8084200364538,0.3926766170599673,1.142197979108692
14,2024,False,898,23:04:30,899,08:16:30,SKIN,552,34.24124094202899,-12.617937158473069,611.8708031035494,0.3663589466849996,1.128782439448308
14,2024,False,900,01:06:00,900,08:26:00,SKIN,440,34.08590909090909,-68.34601449275578,386.68239931121934,0.3541022299020951,1.1055908351465045
14,2024,False,901,00:18:30,901,09:08:30,SKIN,530,34.663716981132076,211.7972523659591,1119.4267569994554,0.3507453242451465,1.1630464482202727
14,2024,False,902,00:10:00,902,08:42:00,SKIN,512,34.100654296875,-71.9803623188418,676.3138334660325,0.3416486015031339,1.1606869703227325
14,2024,True,903,00:18:30,903,09:00:30,SKIN,522,34.2797030651341,10.038614130437054,614.0742821814492,0.3261298839470663,1.153679570919064
14,2024,True,903,23:41:30,904,09:16:30,SKIN,574,34.51162020905924,133.12044061302367,698.5991055907216,0.3162946082650301,1.1502817931172593
14,2024,False,905,02:03:00,905,09:27:00,SKIN,444,33.798006756756756,-205.3345695902026,570.5560133869294,0.3370732394223124,1.147259304677957
14,2024,False,906,00:28:30,906,08:08:30,SKIN,460,34.64713043478261,169.01659003831446,439.42373327864334,0.3366276238727674,1.137872617026829
14,2024,False,907,00:50:30,907,07:29:30,SKIN,396,34.54133838383839,102.171088185416,783.7848781845532,0.329575123282213,1.1553388351295713
14,2024,False,908,02:01:30,908,06:04:00,SKIN,240,34.12227083333333,-37.78373563218429,698.839865222224,0.323486350322918,1.17760937461437
14,2024,True,909,23:23:00,910,09:25:00,SKIN,602,33.322234219269106,-564.8191461560855,1145.176984201884,0.3933106321610295,1.190071645483299
14,2024,True,911,00:24:00,911,08:55:30,SKIN,512,33.083544921875,-592.7403623188402,1499.072199407732,0.4695323184716135,1.2207945505457105
14,2024,False,912,04:05:30,912,10:27:30,SKIN,379,34.23536939313984,-1.1126585144938872,347.92626479943283,0.4570454525929815,1.2110620126742293
14,2024,False,912,23:45:00,913,10:47:30,SKIN,663,34.1465233785822,-58.90490765171489,637.9309276705608,0.445694342710596,1.1961943945001554
14,2024,False,913,23:40:00,914,09:09:30,SKIN,570,34.11078947368421,-45.99952209435651,656.4491983032785,0.4354450845968873,1.189480300979517
14,2024,False,914,23:28:00,915,08:50:30,SKIN,559,34.09043828264758,-31.9597648514864,628.6328565643635,0.4260854570648564,1.1831068577088455
14,2024,False,916,01:10:00,916,09:00:00,SKIN,470,33.50146808510638,-303.4316697093891,518.9716597504448,0.4403414219875304,1.1744726715471383
14,2024,True,917,02:15:00,917,10:33:00,SKIN,498,33.87978915662651,-132.83364253393663,598.9956811522134,0.4349461649724939,1.1700589223122546
14,2024,True,918,01:01:00,918,08:35:30,SKIN,455,33.52420879120879,-277.6356832107849,841.9161648175213,0.4439091934711553,1.1747977989086678
14,2024,False,919,01:37:30,919,08:53:00,SKIN,435,34.079712643678164,-18.5128124999992,546.3407608658308,0.4354119233633709,1.173230121257712
14,2024,False,920,00:26:30,920,09:35:30,SKIN,541,33.557273567467654,-302.5578130482427,973.4694531175774,0.4408392664016231,1.1775729887402289
14,2024,False,920,23:53:30,921,08:11:00,SKIN,497,33.79427565392354,-157.30736842105034,619.6936452910304,0.4368730297284399,1.1739946848488956
14,2024,False,922,01:02:30,922,08:58:30,SKIN,476,33.963981092436974,-65.05644531250073,280.3933536801487,0.4374900577811785,1.162216444951656
14,2024,False,922,01:02:30,922,08:58:30,SKIN,476,33.963981092436974,-65.05644531250073,280.3933536801487,0.4374900577811785,1.162216444951656
14,2024,False,922,01:02:30,922,08:58:30,SKIN,476,33.963981092436974,-65.05644531250073,280.3933536801487,0.4374900577811785,1.162216444951656
14,2024,False,922,01:02:30,922,08:58:30,SKIN,476,33.963981092436974,-65.05644531250073,280.3933536801487,0.4374900577811785,1.162216444951656
14,2024,False,923,01:51:30,923,10:09:30,SKIN,490,34.393275510204084,143.38439453125102,393.80703330622055,0.4022866139645686,1.156410929420374
14,2024,True,924,01:13:30,924,10:18:30,SKIN,545,34.51123853211009,223.76840820312648,652.5887697427534,0.3954168491568123,1.1599763889842347
14,2024,True,925,01:20:30,925,10:30:30,SKIN,540,33.950287037037036,-75.68167262969655,472.60091119795106,0.3871321584358441,1.160299022170258
14,2024,False,926,00:39:30,926,10:14:30,SKIN,568,33.666470070422534,-240.81394454382823,752.366505038226,0.393055592042793,1.1578105035744248
14,2024,False,926,23:49:30,927,08:07:30,SKIN,498,34.48984939759036,193.8191601562503,514.9283812625799,0.4018596134230325,1.1421464601411684
14,2024,False,928,00:41:00,928,06:57:30,SKIN,368,34.29104619565217,70.06421874999978,555.7152318588924,0.4019447931690297,1.1499146383523084
14,2024,False,928,22:54:00,929,08:35:30,SKIN,582,34.61518041237114,299.45419921875146,1437.06381194992,0.4139644543067976,1.1758527304927069
14,2024,False,930,00:23:00,930,08:16:00,SKIN,473,35.089460887949265,462.911578947369,892.1275171746965,0.4554281500801879,1.1924468390047769
14,2024,True,930,21:59:00,931,07:56:30,SKIN,543,34.75777163904236,351.3113157894768,1200.565209487453,0.4598835757971654,1.1948867287803917
14,2024,True,932,01:12:00,932,08:54:00,SKIN,459,34.7123202614379,270.83268750000025,1610.9011262929998,0.473486345831798,1.2251276022539397
14,2024,False,933,00:31:00,933,08:52:30,SKIN,502,34.626165338645414,252.95504166666797,500.0775488638319,0.4817898906310674,1.22327571413755
14,2024,False,934,00:30:00,934,09:22:30,SKIN,522,34.242164750957855,62.584624999999505,190.63781970576383,0.4769082609953596,1.2107691725056144
14,2024,False,935,01:00:30,935,08:23:30,SKIN,443,33.64509029345373,-211.3909791666665,1074.3164079526905,0.4815226859023429,1.225275091543742
14,2024,False,936,00:27:30,936,12:04:30,SKIN,697,34.387022955523676,184.53222916667073,640.5269969168585,0.4737872390933964,1.2209593421875582
14,2024,False,936,23:53:30,937,08:32:30,SKIN,515,33.562271844660195,-282.48657894736607,832.5921604570467,0.4771818999210919,1.216339229653795
14,2024,True,938,00:26:00,938,10:32:30,SKIN,599,34.24968280467446,83.19710526315976,1190.4130128114484,0.4781601919701854,1.2156546469064222
14,2024,True,939,00:24:00,939,09:24:00,SKIN,535,33.69816822429907,-215.30842481875152,1816.5047946691047,0.475135206002259,1.241927073576338
14,2024,False,939,23:28:00,940,08:51:30,SKIN,564,34.1354255319149,6.9473684210497595,409.7927757585421,0.4535589603346194,1.2255633247470117
14,2024,False,940,22:29:30,941,09:12:30,SKIN,643,33.84829704510109,-176.70312430011109,796.3519267300144,0.4142684055147,1.2021383171131246
14,2024,False,942,00:23:30,942,08:43:30,SKIN,490,33.85175510204082,-121.9408003012868,576.6231289349962,0.4166630748819044,1.2039203315363536
14,2024,False,942,23:44:30,943,10:28:30,SKIN,644,33.93490683229813,-96.70859827688764,857.8182422060054,0.4178546898558831,1.210422823947639
14,2024,False,943,23:48:00,944,09:41:30,SKIN,594,33.81285353535354,-124.14203962619648,551.3861968477722,0.4212471341442927,1.2066885944464951
14,2024,True,944,23:25:30,945,09:51:30,SKIN,626,33.870415335463264,-54.28592452536395,582.0110984053463,0.4232470104937508,1.202886705349922
14,2024,True,946,00:45:00,946,09:06:30,SKIN,502,33.894163346613546,-31.611300497977936,433.868634898914,0.4103559303077254,1.1995382728559418
14,2024,False,946,22:54:30,947,09:46:30,SKIN,640,33.7561171875,-128.65080143168234,280.28490856895223,0.4132672628721062,1.185820841708621
14,2024,False,947,23:47:00,948,04:50:30,SKIN,304,34.06138157894737,14.804873949578903,378.3466206995072,0.3989829742085457,1.1789422111644006
14,2024,False,949,00:24:00,949,07:55:00,SKIN,451,33.96830376940133,0.974763655463903,317.5050841778284,0.3998396739519115,1.1721833261294523
14,2024,False,949,23:45:00,950,10:06:00,SKIN,615,33.96842276422765,0.0365909090905915,768.8871222583111,0.3870391747759958,1.1634509907699124
14,2024,False,951,01:57:00,951,12:22:00,SKIN,625,34.36428,218.3611427578071,677.6092678664718,0.3842283559043551,1.1593242993684625
14,2024,True,952,01:47:00,952,08:49:30,SKIN,423,33.987966903073286,-15.527203947369344,293.03631385904737,0.3838657885496583,1.1614042105540725
14,2024,True,953,01:31:00,953,10:24:30,SKIN,534,34.00770599250936,5.27033687943549,678.1892806664109,0.3817056496495045,1.1678900482175971
14,2024,True,953,01:31:00,953,10:24:30,SKIN,534,34.00770599250936,5.27033687943549,678.1892806664109,0.3817056496495045,1.1678900482175971
14,2024,True,953,01:31:00,953,10:24:30,SKIN,534,34.00770599250936,5.27033687943549,678.1892806664109,0.3817056496495045,1.1678900482175971
14,2024,True,953,01:31:00,953,10:24:30,SKIN,534,34.00770599250936,5.27033687943549,678.1892806664109,0.3817056496495045,1.1678900482175971
14,2024,False,954,01:39:30,954,10:11:00,SKIN,511,33.90657534246575,-36.59755999538902,778.0273054747377,0.3769171811893846,1.1731625602254212
14,2024,False,954,22:34:30,955,09:27:30,SKIN,545,34.0901743119266,50.32413595373146,1349.6659316685982,0.3757145991375978,1.1957981863142195
14,2024,False,956,01:02:30,956,09:47:30,SKIN,525,34.5414,266.0995124926121,1221.1559375217184,0.3735379815691182,1.207879645959952
14,2024,False,957,01:48:30,957,10:02:30,SKIN,489,34.6101226993865,281.4580887788288,881.8821836174466,0.3779797888110271,1.217315707558258
14,2024,False,958,01:53:00,958,09:05:30,SKIN,423,34.22029550827423,78.57297863690292,889.9612541890237,0.3772866070731218,1.2237527600767673
14,2024,True,959,01:03:30,959,09:49:00,SKIN,525,34.58450476190476,288.72951249261314,1066.294935779646,0.3760139612467419,1.2164612572442035
14,2024,True,960,00:38:30,960,11:07:30,SKIN,629,34.47355325914149,276.13695877686405,1609.4743243283592,0.3375852068740969,1.2295911926915903
14,2024,False,961,00:40:30,961,10:35:00,SKIN,594,34.35287878787879,189.09099127735317,725.3523583877832,0.3190251295724799,1.2161967410517944
14,2024,False,962,01:06:00,962,09:33:00,SKIN,507,34.55150887573964,262.10130063572433,1063.03189318534,0.309810988716488,1.2004368934786631
14,2024,False,963,00:34:30,963,10:18:30,SKIN,583,34.153576329331045,69.39597292036706,1375.7737475258764,0.2941083663819327,1.2202193267484085
14,2024,False,964,00:33:30,964,08:38:30,SKIN,485,34.68801030927835,316.931263921746,788.4244261877611,0.3126862199505968,1.2358060678275211
14,2024,False,965,01:05:30,965,09:09:30,SKIN,482,34.1015663900415,12.430030299376083,926.502343523316,0.300352674413399,1.2298232870635033
14,2024,True,966,01:09:30,966,09:39:30,SKIN,502,34.73439243027889,330.6244713906344,636.7328555921558,0.3171817398304447,1.2364842161324374
14,2024,True,967,01:10:30,967,10:16:30,SKIN,540,34.3220462962963,122.13501046860983,785.1963652910199,0.2999288208124107,1.2322348206270033
14,2024,False,968,02:33:00,968,09:04:00,SKIN,391,34.20049872122762,40.9096927652372,859.1071922304109,0.2995446473850156,1.232018556154191
14,2024,False,969,00:47:30,969,09:06:00,SKIN,497,33.9591046277666,-67.97256443907463,672.612343493849,0.2893974200801633,1.2030052746045412
14,2024,False,970,01:17:30,970,10:14:30,SKIN,537,34.43602420856611,182.6626215215656,616.8816320318729,0.2935101750719683,1.208236086208272
14,2024,False,972,01:16:00,972,09:31:30,SKIN,496,33.8402620967742,-129.60692946058407,656.2926130329724,0.2925038950890269,1.2123432970324348
14,2024,True,973,00:06:00,973,10:05:30,SKIN,592,33.894890202702705,-122.35230290456455,1028.0253253392875,0.2938219816248748,1.2192101688214714
14,2024,True,974,00:58:30,974,10:03:30,SKIN,544,33.366286764705876,-399.99211618257686,1610.748002588749,0.3241378695786756,1.2516419170968884
14,2024,False,975,00:08:00,975,11:13:30,SKIN,666,34.7433033033033,392.7581646655235,720.0320166838355,0.3357242248982503,1.250157121107498
14,2024,False,976,00:45:30,976,08:31:00,SKIN,465,33.803440860215055,-162.81299313893578,1064.8365983546246,0.3390749504133538,1.2693081286349164
14,2024,False,977,01:20:30,977,10:54:30,SKIN,512,34.3757421875,89.72465473146076,1210.5441274738405,0.3297502253877949,1.2969180253687265
14,2024,False,978,01:12:00,978,08:54:30,SKIN,463,34.31989200863931,46.113179669029705,368.27840591594577,0.3288714386787575,1.2896819515565212
14,2024,False,979,00:08:30,979,10:18:00,SKIN,609,33.748817733990144,-287.12996453900996,1049.4107453797478,0.3374381916651901,1.3039270724689458
14,2024,True,980,00:16:30,980,09:06:30,SKIN,530,34.43143396226415,59.1172354211667,412.3662621204275,0.3361161428094651,1.298070206331294
14,2024,True,981,01:10:30,981,10:29:30,SKIN,559,34.54728980322003,127.115367170627,446.38187320367433,0.3403249653283092,1.2956847606859785
14,2024,False,982,00:59:30,982,10:27:30,SKIN,568,34.171109154929574,-84.50866090712952,501.1528909653425,0.3371434002164093,1.2953824796083289
14,2024,False,983,00:45:00,983,08:58:30,SKIN,494,34.405536437246965,41.24412962962742,291.16831104038283,0.3351271406040523,1.2869797979532185
14,2024,False,983,00:45:00,983,08:58:30,SKIN,494,34.405536437246965,41.24412962962742,291.16831104038283,0.3351271406040523,1.2869797979532185
14,2024,False,983,00:45:00,983,08:58:30,SKIN,494,34.405536437246965,41.24412962962742,291.16831104038283,0.3351271406040523,1.2869797979532185
14,2024,False,983,00:45:00,983,08:58:30,SKIN,494,34.405536437246965,41.24412962962742,291.16831104038283,0.3351271406040523,1.2869797979532185
14,2024,False,983,23:59:30,984,10:17:30,SKIN,618,34.49347896440129,86.89090909091101,609.7122473828495,0.3306392868619207,1.2773343500485042
14,2024,False,984,23:35:30,985,05:42:00,SKIN,361,34.666675900277006,105.02707031249884,838.5820765885292,0.3360173106246187,1.2713288649407786
14,2024,False,986,00:14:30,986,08:50:00,SKIN,515,34.612922330097085,122.14777343749664,1169.4198032151908,0.3380985739771296,1.2715503309834784
14,2024,True,987,00:01:30,987,04:43:30,SKIN,281,34.86435943060498,137.3014453124997,726.926838380401,0.3494322267035371,1.2772889388415625
14,2024,False,989,00:21:30,989,08:38:00,SKIN,496,34.1457560483871,-108.40300189394112,685.4351487793028,0.3527631269993085,1.265932275545379
14,2024,False,989,23:24:30,990,09:34:30,SKIN,610,34.91008196721312,332.9206025094718,952.2450656970032,0.3699382846038755,1.2483685493860657
14,2024,False,990,23:03:00,991,10:14:30,SKIN,662,34.45916918429003,45.366775208756735,1490.8317723458167,0.3708775839672193,1.2672738789248297
15,2022,True,1,01:20:00,1,13:17:30,SKIN,716,34.75240223463687,,,,
15,2022,False,1,23:14:30,2,04:34:30,SKIN,320,35.082546875,,,,
